rMSSD , state
35.172617190081255,0
20.544853370126514,0
23.937293080045634,0
71.1853917598267,0
32.63281736581702,0
29.04226230857371,0
58.47230113481085,0
58.01635237462923,0
47.68301584421858,0
18.075523379823526,0
46.035933170265395,0
19.785676637406134,0
36.19074467318962,0
29.163333142835402,0
57.508521107745416,0
39.99282435637672,0
61.894224286277364,0
33.16899908046666,0
31.382781903457833,0
18.996183827284902,0
74.38487749536202,0
45.225719610479544,0
57.20489489545458,0
16.38305665785675,0
6.332061275761542,0
25.784646594436765,0
8.100000000000023,0
24.94153162899184,0
18.1121506177483,0
87.3899536560124,0
64.67130076670132,0
39.85486168587219,0
39.93529381772085,0
53.8902008717726,0
56.31296475945835,0
18.617367258459563,0
31.914215372732258,0
42.24443158571317,0
30.263659575621222,0
28.586867614343475,0
21.145212224047324,0
42.528214164246315,0
22.777291322718778,0
20.023735915158277,0
95.16303116231634,0
33.5992346851617,0
67.07264718199215,0
10.200401061633894,0
32.95770016248092,0
13.607571421822456,0
23.460498715926732,0
19.764172130397977,0
62.13520741093571,0
37.54602175996815,0
37.25458154581588,0
34.09919353885074,0
21.45891423161945,0
71.23089217467376,0
43.440402523786304,0
78.54981699533108,0
27.690710618282342,0
44.106559278961754,0
25.911561126261766,0
92.45063547645306,0
25.0225897940241,0
25.49558785358755,0
70.3814961477802,0
91.8744183655059,0
19.856170325619182,0
32.48987534602125,0
13.582822862832197,0
81.2346600903826,0
21.722380582749647,0
27.308734866339023,0
37.402553388772816,0
26.891783131655682,0
64.96853084378624,0
23.398269166756755,0
67.65410978963932,0
29.89368662443626,0
23.476030328826884,0
21.585932919380646,0
60.5976661502499,0
33.85782775075806,0
15.352849898308767,0
18.312290954438247,0
32.136427928442835,0
37.81928079696917,0
21.89332089930626,0
73.8993995239475,0
22.605950544049207,0
87.52644600347949,0
22.127923535659658,0
19.84086691654373,0
56.511775491757184,0
47.45313477527068,0
10.135222112648918,0
29.12998455200412,0
19.635681806344287,0
26.16354333801138,0
24.16210876558582,0
71.38991525418699,0
58.77188567210127,0
65.6065872128271,0
24.95370713942118,0
35.430749357020375,0
10.7152928098116,0
88.11788269131301,0
70.1406342388531,0
12.845975669799865,0
21.918280042010593,0
37.5311870315875,0
28.675982982279812,0
56.01279987645681,0
42.98854498584478,0
73.9073261398548,0
29.954590633156712,0
31.044129879898406,0
21.740170192526104,0
61.406453243938465,0
76.99228161687003,0
80.28686069339122,0
17.68635837947634,0
36.42499142072647,0
21.166096389359005,0
31.271415519151514,0
26.26088345810171,0
20.592110139565577,0
65.53412279110788,0
24.79005849125816,0
58.72998747293773,0
24.27271195096555,0
37.61741617921147,0
23.42162462341159,0
61.40009306647204,0
71.65181435246426,0
14.900122025125729,0
28.954274295861744,0
41.79916267103925,0
27.13466417702639,0
22.309374303601192,0
46.24612145899374,0
37.96037407613366,0
60.03327202476972,0
27.402007225748992,0
35.52435784078301,0
23.60941793828506,0
75.63012792531822,0
70.31024996399883,0
14.562717029206047,0
34.86182931025202,0
24.770446100141186,0
44.62947456558279,0
25.38574403085321,0
19.091883092036788,0
69.54793311091281,0
28.79015456714327,0
41.091924389105976,0
34.0278562357372,0
20.114546974764306,0
13.63433166678881,0
81.34000070251854,0
68.33483738182161,0
22.950000000000003,0
48.95495378406562,0
27.57879620288022,0
20.610875328771993,0
52.762380063829546,0
20.668671945725,0
49.5549046152706,0
20.444070044880984,0
29.687724735991516,0
16.008483327958913,0
95.34904299467297,0
